Миколаїв,Житомир,193
Житомир,Дніпро,93
Чернігів,Київ,493
Житомир,Чернігів,209
Рівне,Вінниця,275
Херсон,Чернігів,301
Луцьк,Дніпро,486
Суми,Запоріжжя,352
Суми,Київ,683
Львів,Вінниця,326
Чернівці,Одеса,492
Львів,Миколаїв,669
Миколаїв,Луцьк,384
Чернігів,Рівне,60
Львів,Житомир,589
Житомир,Харків,527
Кропивницький,Харків,330
Львів,Івано-Франківськ,236
Суми,Херсон,105
Рівне,Житомир,670
Дніпро,Івано-Франківськ,350
Ужгород,Львів,270
Луцьк,Івано-Франківськ,492
Чернівці,Дніпро,491
Ужгород,Кропивницький,613
Кропивницький,Херсон,496
Одеса,Рівне,493
Житомир,Вінниця,207
Ужгород,Вінниця,645
Львів,Дніпро,269
Запоріжжя,Ужгород,359
Чернівці,Запоріжжя,500
Кропивницький,Полтава,410
Ужгород,Херсон,433
Київ,Тернопіль,281
Житомир,Ужгород,138
Харків,Ужгород,633
Львів,Тернопіль,89
Харків,Рівне,318
Чернівці,Кропивницький,563
Івано-Франківськ,Луцьк,100
Суми,Херсон,258
Кропивницький,Миколаїв,341
Вінниця,Луцьк,382
Вінниця,Херсон,562
Суми,Чернігів,669
Кропивницький,Ужгород,70
Київ,Львів,371
Тернопіль,Ужгород,296
Київ,Полтава,108
Житомир,Полтава,229
Запоріжжя,Житомир,444
Полтава,Івано-Франківськ,177
Тернопіль,Вінниця,116
Харків,Луцьк,81
Луцьк,Миколаїв,372
Рівне,Херсон,99
Суми,Одеса,405
Луцьк,Миколаїв,418
Вінниця,Кропивницький,696
Чернігів,Київ,534
Харків,Одеса,185
Чернівці,Луцьк,245
Вінниця,Чернівці,691
Одеса,Чернігів,530
Київ,Ужгород,230
Чернівці,Харків,587
Ужгород,Чернігів,211
Чернівці,Харків,392
Суми,Полтава,466
Івано-Франківськ,Рівне,344
Ужгород,Чернігів,169
Вінниця,Тернопіль,518
Ужгород,Київ,320
Рівне,Миколаїв,666
Рівне,Кропивницький,410
Чернігів,Луцьк,598
Рівне,Тернопіль,291
Рівне,Чернігів,441
Рівне,Харків,110
Луцьк,Вінниця,105
Дніпро,Харків,644
Запоріжжя,Тернопіль,186
Полтава,Харків,380
Запоріжжя,Тернопіль,159
Тернопіль,Івано-Франківськ,261
Житомир,Кропивницький,113
Одеса,Житомир,320
Харків,Чернівці,306
Вінниця,Дніпро,705
Полтава,Миколаїв,650
Херсон,Рівне,132
Житомир,Львів,170
Харків,Чернігів,706
Чернігів,Тернопіль,267
Житомир,Кропивницький,694
Херсон,Одеса,410
Житомир,Івано-Франківськ,317
Ужгород,Рівне,492
Одеса,Житомир,630
Вінниця,Житомир,513
Івано-Франківськ,Чернівці,375
Ужгород,Одеса,70
Харків,Ужгород,530
Львів,Луцьк,341
Луцьк,Чернігів,187
Луцьк,Кропивницький,340
Київ,Кропивницький,496
Одеса,Рівне,387
Харків,Полтава,595
Луцьк,Чернігів,686
Херсон,Миколаїв,292
Дніпро,Чернівці,101
Київ,Запоріжжя,660
Чернівці,Івано-Франківськ,524
Львів,Одеса,607
Запоріжжя,Вінниця,518
Чернігів,Харків,667
Ужгород,Чернігів,338
Житомир,Чернівці,685
Київ,Чернігів,603
Львів,Вінниця,236
Полтава,Дніпро,203
Дніпро,Полтава,217
Харків,Суми,548
Одеса,Херсон,66
Івано-Франківськ,Чернігів,381
Івано-Франківськ,Кропивницький,450
Ужгород,Одеса,634
Тернопіль,Рівне,144
Ужгород,Суми,132
Дніпро,Київ,481
Чернівці,Миколаїв,229
Львів,Луцьк,587
Київ,Херсон,83
Дніпро,Полтава,458
Чернівці,Миколаїв,140
Тернопіль,Херсон,644
Чернівці,Суми,615
Полтава,Харків,478
Луцьк,Одеса,218
Полтава,Житомир,163
Київ,Луцьк,547
Івано-Франківськ,Вінниця,698
Херсон,Чернівці,456
Рівне,Івано-Франківськ,253
Чернігів,Дніпро,469
Дніпро,Львів,666
Запоріжжя,Чернігів,493
Харків,Полтава,421
Ужгород,Чернігів,146
Івано-Франківськ,Київ,161
Полтава,Тернопіль,716
Івано-Франківськ,Миколаїв,576
Одеса,Чернігів,91
Ужгород,Київ,418
Київ,Кропивницький,73
Київ,Харків,144
Дніпро,Одеса,493
Херсон,Вінниця,714
Київ,Харків,258
Луцьк,Херсон,378
Львів,Харків,142
Чернівці,Вінниця,305
Одеса,Кропивницький,551
Кропивницький,Чернігів,677
Чернівці,Запоріжжя,604
Івано-Франківськ,Луцьк,103
Львів,Івано-Франківськ,413
Рівне,Запоріжжя,707
Чернівці,Львів,219
Ужгород,Кропивницький,523
Кропивницький,Івано-Франківськ,459
Житомир,Харків,295
Рівне,Ужгород,596
Херсон,Ужгород,684
Рівне,Вінниця,291
Івано-Франківськ,Вінниця,443
Харків,Київ,336
Тернопіль,Вінниця,84
Одеса,Тернопіль,676
Ужгород,Херсон,204
Житомир,Вінниця,570
Дніпро,Запоріжжя,107
Чернівці,Чернігів,155
Київ,Чернівці,590
Львів,Тернопіль,273
Житомир,Херсон,257
Івано-Франківськ,Львів,289
Київ,Івано-Франківськ,436
Чернівці,Миколаїв,622
Київ,Кропивницький,524
Дніпро,Луцьк,357
Чернівці,Вінниця,240
Запоріжжя,Чернігів,520
Івано-Франківськ,Чернівці,261
Кропивницький,Одеса,309
Житомир,Ужгород,370
Харків,Рівне,403
Київ,Суми,332
Харків,Дніпро,646
Миколаїв,Херсон,211
Дніпро,Тернопіль,273
Харків,Херсон,716
Житомир,Миколаїв,520
Запоріжжя,Харків,369
Одеса,Житомир,167
Кропивницький,Чернівці,244
Тернопіль,Житомир,348
Суми,Рівне,271
Херсон,Рівне,231
Запоріжжя,Ужгород,248
Вінниця,Чернігів,112
Херсон,Чернівці,330
Луцьк,Львів,424
Суми,Київ,636
Житомир,Чернігів,397
Запоріжжя,Суми,93
Кропивницький,Херсон,381
Харків,Житомир,560
Полтава,Миколаїв,492
Київ,Суми,169
Запоріжжя,Житомир,492
Тернопіль,Чернігів,120
Івано-Франківськ,Харків,154
Івано-Франківськ,Тернопіль,719
Ужгород,Чернігів,252
Житомир,Дніпро,643
Чернівці,Полтава,528
Суми,Львів,225
Одеса,Дніпро,685
Житомир,Львів,681
Чернігів,Львів,278
Рівне,Харків,440
Івано-Франківськ,Полтава,562
Харків,Вінниця,571
Рівне,Херсон,434
Запоріжжя,Львів,473
Київ,Суми,606
Миколаїв,Одеса,234
Херсон,Дніпро,703
Херсон,Миколаїв,362
Івано-Франківськ,Ужгород,68
Київ,Полтава,619
Полтава,Кропивницький,706
Миколаїв,Полтава,177
Житомир,Тернопіль,319
Рівне,Івано-Франківськ,193
Ужгород,Вінниця,236
Херсон,Львів,384
Житомир,Полтава,264
Житомир,Львів,572
Івано-Франківськ,Рівне,428
Кропивницький,Тернопіль,128
Івано-Франківськ,Чернівці,389
Полтава,Рівне,202
Івано-Франківськ,Харків,511
Полтава,Тернопіль,390
Запоріжжя,Суми,150
Кропивницький,Вінниця,513
Луцьк,Ужгород,369
Львів,Рівне,506
Житомир,Чернівці,343
Полтава,Вінниця,249
Чернігів,Запоріжжя,79
Полтава,Житомир,387
Миколаїв,Чернівці,377
Дніпро,Кропивницький,710
Суми,Кропивницький,423
Чернівці,Рівне,701
Київ,Чернівці,273
Одеса,Чернігів,574
Одеса,Рівне,283
Херсон,Кропивницький,670
Чернівці,Суми,479
Чернівці,Вінниця,483
Вінниця,Запоріжжя,628
Миколаїв,Чернівці,318
Одеса,Херсон,435
Запоріжжя,Чернігів,295
Чернівці,Вінниця,378
Чернігів,Полтава,554
Чернігів,Ужгород,182
Ужгород,Львів,304
Тернопіль,Київ,546
Херсон,Чернівці,640
Одеса,Ужгород,389
Київ,Рівне,595
Дніпро,Херсон,132
Кропивницький,Миколаїв,679
Харків,Чернігів,555
Луцьк,Кропивницький,693
Дніпро,Харків,620
Херсон,Одеса,251
Херсон,Кропивницький,574
Дніпро,Тернопіль,77
Чернігів,Київ,611
Суми,Кропивницький,248
Кропивницький,Суми,308
Вінниця,Харків,675
Дніпро,Вінниця,301
Луцьк,Рівне,346
Вінниця,Дніпро,286
Ужгород,Харків,263
Запоріжжя,Київ,629
Чернівці,Миколаїв,514
Суми,Чернігів,381
Полтава,Ужгород,178
Суми,Херсон,384
Одеса,Житомир,230
Чернівці,Вінниця,187
Херсон,Кропивницький,181
Кропивницький,Івано-Франківськ,524
Одеса,Житомир,304
Київ,Полтава,649
Чернігів,Дніпро,285
Чернівці,Суми,591
Миколаїв,Кропивницький,627
Херсон,Одеса,635
Луцьк,Рівне,504
Львів,Тернопіль,473
Ужгород,Херсон,113
Ужгород,Львів,218
Дніпро,Одеса,177
Чернігів,Херсон,460
Київ,Івано-Франківськ,274
Харків,Ужгород,363
Дніпро,Херсон,645
Херсон,Ужгород,411
Чернівці,Львів,117
Тернопіль,Чернівці,204
Чернігів,Одеса,516
Луцьк,Івано-Франківськ,669
Одеса,Херсон,508
Луцьк,Рівне,565
Харків,Миколаїв,182
Івано-Франківськ,Запоріжжя,688
Київ,Дніпро,701
Ужгород,Кропивницький,197
Херсон,Житомир,580
Рівне,Харків,631
Полтава,Житомир,119
Київ,Тернопіль,91
Суми,Тернопіль,189
Чернівці,Луцьк,123
Запоріжжя,Луцьк,204
Київ,Івано-Франківськ,321
Вінниця,Полтава,211
Івано-Франківськ,Тернопіль,327
Тернопіль,Одеса,549
Полтава,Чернігів,683
Вінниця,Івано-Франківськ,639
Дніпро,Полтава,469
Одеса,Херсон,324
Івано-Франківськ,Чернігів,188
Харків,Полтава,312
Миколаїв,Луцьк,433
Львів,Запоріжжя,526
Луцьк,Львів,648
Полтава,Тернопіль,174
Чернігів,Одеса,162
Ужгород,Рівне,429
Луцьк,Вінниця,307
Одеса,Чернівці,490
Миколаїв,Тернопіль,618
Луцьк,Миколаїв,349
Одеса,Житомир,494
Миколаїв,Луцьк,298
Чернігів,Рівне,390
Вінниця,Житомир,506
Чернігів,Вінниця,534
Дніпро,Миколаїв,674
Дніпро,Чернігів,685
Вінниця,Одеса,543
Миколаїв,Одеса,654
Івано-Франківськ,Луцьк,206
Полтава,Чернівці,592
Івано-Франківськ,Миколаїв,320
Ужгород,Тернопіль,577
Одеса,Луцьк,471
Львів,Полтава,110
Вінниця,Одеса,222
Кропивницький,Суми,690
Дніпро,Кропивницький,229
Херсон,Чернівці,535
Чернігів,Херсон,465
Полтава,Львів,124
Чернівці,Одеса,223
Херсон,Чернівці,694
Кропивницький,Львів,85
Одеса,Вінниця,257
Тернопіль,Житомир,548
Вінниця,Одеса,567
Одеса,Чернівці,356
Миколаїв,Тернопіль,327
Житомир,Полтава,65
Житомир,Львів,476
Київ,Львів,215
Одеса,Запоріжжя,234
Харків,Чернівці,573
Миколаїв,Запоріжжя,633
Суми,Луцьк,503
Запоріжжя,Рівне,664
Запоріжжя,Львів,555
Івано-Франківськ,Херсон,584
Херсон,Харків,526
Житомир,Миколаїв,104
Тернопіль,Суми,482
Ужгород,Миколаїв,261
Чернівці,Запоріжжя,270
Херсон,Полтава,619
Житомир,Київ,259
Львів,Київ,64
Чернівці,Харків,115
Одеса,Кропивницький,93
Тернопіль,Харків,516
Житомир,Суми,208
Одеса,Херсон,710
Одеса,Харків,710
Чернігів,Суми,501
Суми,Чернігів,188
Кропивницький,Херсон,260
Ужгород,Суми,236
Суми,Запоріжжя,588
Київ,Чернівці,570
Рівне,Полтава,219
Ужгород,Вінниця,569
Запоріжжя,Луцьк,704
Дніпро,Чернігів,393
Чернівці,Харків,520
Вінниця,Чернівці,518
Харків,Рівне,525
Вінниця,Кропивницький,611
Житомир,Суми,362
Полтава,Житомир,540
Київ,Рівне,67
Ужгород,Київ,85
Кропивницький,Луцьк,135
Дніпро,Львів,698
Кропивницький,Одеса,119
Львів,Чернігів,353
Рівне,Чернігів,604
Миколаїв,Одеса,485
Луцьк,Вінниця,159
Харків,Ужгород,416
Херсон,Миколаїв,223
Миколаїв,Львів,599
Харків,Ужгород,531
Чернігів,Одеса,308
Чернігів,Львів,416
Львів,Чернігів,691
Кропивницький,Житомир,567
Запоріжжя,Кропивницький,398
Запоріжжя,Вінниця,478
Луцьк,Харків,676
Вінниця,Харків,84
Тернопіль,Івано-Франківськ,521
Рівне,Луцьк,663
Запоріжжя,Суми,172
Херсон,Запоріжжя,342
Чернівці,Івано-Франківськ,215
Запоріжжя,Ужгород,615
Тернопіль,Рівне,353
Дніпро,Миколаїв,91
Чернігів,Львів,619
Суми,Миколаїв,609
Полтава,Миколаїв,574
Полтава,Кропивницький,186
Тернопіль,Чернівці,377
Чернігів,Херсон,217
Кропивницький,Одеса,399
Суми,Чернівці,397
Луцьк,Харків,458
Дніпро,Київ,120
Рівне,Луцьк,470
Чернігів,Вінниця,657
Херсон,Харків,197
Тернопіль,Житомир,442
Тернопіль,Київ,693
Миколаїв,Кропивницький,489
Ужгород,Запоріжжя,315
Харків,Луцьк,445
Ужгород,Чернігів,364
Чернігів,Рівне,98
Харків,Миколаїв,128
Чернігів,Дніпро,641
Ужгород,Львів,323
Київ,Харків,362
Київ,Івано-Франківськ,209
Київ,Одеса,502
Вінниця,Полтава,158
Рівне,Кропивницький,675
Вінниця,Ужгород,85
Херсон,Суми,678
Ужгород,Харків,287
Житомир,Вінниця,695
Чернігів,Харків,376
Івано-Франківськ,Херсон,565
Івано-Франківськ,Миколаїв,593
Київ,Запоріжжя,264
Одеса,Тернопіль,296
Івано-Франківськ,Рівне,358
Харків,Херсон,340
Одеса,Чернівці,220
Вінниця,Чернігів,93
Одеса,Полтава,468
Київ,Херсон,653
Львів,Тернопіль,682
Запоріжжя,Тернопіль,102
Івано-Франківськ,Харків,141
Запоріжжя,Вінниця,512
Миколаїв,Чернівці,144
Житомир,Київ,406
Рівне,Ужгород,576
Київ,Львів,720
Полтава,Харків,453
Тернопіль,Суми,315
Суми,Рівне,635
Кропивницький,Луцьк,505
Житомир,Луцьк,272
Полтава,Одеса,318
Запоріжжя,Чернігів,103
Тернопіль,Ужгород,560
Харків,Полтава,116
Івано-Франківськ,Херсон,282
Київ,Запоріжжя,313
Херсон,Чернівці,134
Чернігів,Івано-Франківськ,623
Харків,Рівне,287
Львів,Дніпро,398
Тернопіль,Луцьк,89
Чернівці,Івано-Франківськ,264
Тернопіль,Миколаїв,694
Полтава,Тернопіль,595
Харків,Миколаїв,87
Тернопіль,Дніпро,456
Миколаїв,Вінниця,521
Чернівці,Харків,185
Дніпро,Запоріжжя,180
Одеса,Луцьк,364
Полтава,Херсон,524
Київ,Вінниця,496
Івано-Франківськ,Херсон,501
Херсон,Тернопіль,316
Суми,Миколаїв,563
Ужгород,Кропивницький,103
Івано-Франківськ,Ужгород,528
Вінниця,Запоріжжя,91
Рівне,Одеса,450
Одеса,Вінниця,161
Вінниця,Луцьк,633
Київ,Луцьк,655
Чернігів,Миколаїв,517
Полтава,Чернівці,137
Полтава,Запоріжжя,369
Вінниця,Чернівці,332
Полтава,Запоріжжя,713
Рівне,Тернопіль,545
Суми,Чернігів,496
Чернівці,Полтава,301
Кропивницький,Харків,118
Чернігів,Рівне,527
Миколаїв,Чернівці,186
Кропивницький,Суми,664
Суми,Харків,459
Тернопіль,Вінниця,336
Херсон,Івано-Франківськ,636
Запоріжжя,Чернівці,473
Луцьк,Тернопіль,139
Херсон,Чернігів,189
Тернопіль,Дніпро,620
Рівне,Суми,497
Івано-Франківськ,Херсон,261
Івано-Франківськ,Кропивницький,703
Київ,Рівне,337
Дніпро,Чернігів,181
Миколаїв,Харків,428
Львів,Чернігів,612
Харків,Дніпро,611
Житомир,Запоріжжя,657
Львів,Луцьк,67
Суми,Чернівці,77
Луцьк,Житомир,92
Івано-Франківськ,Чернігів,664
Суми,Одеса,106
Одеса,Миколаїв,74
Вінниця,Херсон,331
Харків,Київ,232
Дніпро,Івано-Франківськ,79
Львів,Дніпро,310
Миколаїв,Тернопіль,346
Миколаїв,Тернопіль,129
Чернігів,Івано-Франківськ,504
Львів,Чернігів,463
Івано-Франківськ,Миколаїв,585
Одеса,Київ,396
Дніпро,Ужгород,279
Кропивницький,Харків,161
Чернівці,Кропивницький,297
Харків,Івано-Франківськ,371
Запоріжжя,Київ,478
Тернопіль,Дніпро,629
Миколаїв,Чернівці,219
Тернопіль,Дніпро,241
Херсон,Луцьк,456
Одеса,Запоріжжя,693
Полтава,Ужгород,352
Ужгород,Рівне,401
Рівне,Ужгород,471
Житомир,Луцьк,519
Суми,Кропивницький,684
Вінниця,Одеса,560
Ужгород,Чернівці,221
Ужгород,Луцьк,120
Ужгород,Луцьк,312
Кропивницький,Рівне,655
Рівне,Львів,493
Тернопіль,Полтава,223
Чернівці,Івано-Франківськ,534
Луцьк,Рівне,354
Кропивницький,Тернопіль,226
Львів,Харків,287
Херсон,Запоріжжя,309
Запоріжжя,Суми,120
Кропивницький,Львів,386
Харків,Івано-Франківськ,307
Київ,Херсон,534
Івано-Франківськ,Чернівці,562
Полтава,Суми,244
Кропивницький,Львів,714
Дніпро,Одеса,257
Одеса,Львів,643
Миколаїв,Суми,286
Івано-Франківськ,Львів,606
Житомир,Чернігів,151
Херсон,Тернопіль,108
Тернопіль,Кропивницький,538
Миколаїв,Луцьк,321
Чернігів,Дніпро,173
Ужгород,Вінниця,576
Миколаїв,Кропивницький,281
Львів,Рівне,493
Запоріжжя,Івано-Франківськ,61
Харків,Миколаїв,326
Запоріжжя,Суми,452
Чернігів,Одеса,672
Чернівці,Харків,229
Чернівці,Миколаїв,229
Рівне,Кропивницький,181
Вінниця,Полтава,588
Чернівці,Полтава,496
Луцьк,Херсон,293
Чернівці,Ужгород,717
Київ,Вінниця,490
Чернігів,Луцьк,233
Харків,Івано-Франківськ,94
Житомир,Вінниця,525
Чернівці,Луцьк,661
Херсон,Ужгород,233
Харків,Київ,325
Львів,Запоріжжя,547
Херсон,Миколаїв,156
Чернігів,Херсон,501
Ужгород,Чернівці,576
Кропивницький,Миколаїв,135
Львів,Житомир,221
Івано-Франківськ,Запоріжжя,470
Рівне,Дніпро,106
Івано-Франківськ,Чернігів,248
Львів,Вінниця,585
Харків,Вінниця,190
Одеса,Кропивницький,553
Миколаїв,Суми,150
Чернівці,Полтава,460
Тернопіль,Кропивницький,452
Рівне,Чернігів,398
Суми,Львів,569
Луцьк,Одеса,669
Одеса,Полтава,287
Дніпро,Житомир,193
Харків,Запоріжжя,87
Тернопіль,Кропивницький,73
Рівне,Херсон,130
Полтава,Одеса,392
Тернопіль,Луцьк,206
Херсон,Вінниця,632
Рівне,Запоріжжя,543
Кропивницький,Ужгород,290
Львів,Ужгород,367
Чернігів,Луцьк,353
Херсон,Миколаїв,717
Запоріжжя,Івано-Франківськ,96
Тернопіль,Луцьк,368
Львів,Кропивницький,555
Івано-Франківськ,Київ,144
Житомир,Дніпро,401
Луцьк,Дніпро,190
Київ,Ужгород,657
Харків,Луцьк,362
Полтава,Миколаїв,139
Суми,Миколаїв,681
Миколаїв,Тернопіль,378
Київ,Полтава,647
Кропивницький,Херсон,406
Чернігів,Полтава,170
Одеса,Харків,278
Рівне,Чернівці,312
Львів,Дніпро,666
Луцьк,Київ,504
Запоріжжя,Вінниця,530
Миколаїв,Вінниця,231
Львів,Дніпро,70
Львів,Чернігів,534
Ужгород,Запоріжжя,405
Дніпро,Одеса,497
Кропивницький,Київ,702
Житомир,Чернівці,302
Суми,Полтава,294
Миколаїв,Луцьк,585
Тернопіль,Суми,381
Кропивницький,Житомир,423
Миколаїв,Ужгород,641
Одеса,Івано-Франківськ,444
Суми,Тернопіль,559
Одеса,Запоріжжя,402
Вінниця,Київ,413
Одеса,Тернопіль,465
Чернівці,Херсон,571
Харків,Суми,575
Житомир,Івано-Франківськ,297
Кропивницький,Одеса,674
Чернівці,Дніпро,320
Суми,Рівне,182
Ужгород,Вінниця,700
Херсон,Запоріжжя,563
Рівне,Дніпро,680
Харків,Полтава,91
Івано-Франківськ,Полтава,494
Житомир,Кропивницький,604
Дніпро,Херсон,391
Чернігів,Суми,488
Чернівці,Житомир,575
Луцьк,Ужгород,626
Рівне,Запоріжжя,130
Одеса,Харків,201
Рівне,Вінниця,473
Дніпро,Київ,96
Кропивницький,Дніпро,95
Кропивницький,Полтава,304
Дніпро,Миколаїв,217
Київ,Рівне,695
Суми,Дніпро,335
Херсон,Вінниця,181
Чернівці,Миколаїв,708
Кропивницький,Львів,420
Одеса,Дніпро,215
Кропивницький,Рівне,534
Херсон,Миколаїв,408
Кропивницький,Херсон,480
Житомир,Одеса,575
Вінниця,Івано-Франківськ,127
Ужгород,Харків,429
Херсон,Кропивницький,482
Чернігів,Запоріжжя,527
Київ,Миколаїв,411
Чернівці,Івано-Франківськ,640
Херсон,Тернопіль,438
Ужгород,Дніпро,534
Житомир,Івано-Франківськ,211
Житомир,Луцьк,532
Луцьк,Тернопіль,200
Харків,Житомир,523
Київ,Івано-Франківськ,175
Рівне,Запоріжжя,397
Суми,Житомир,93
Київ,Луцьк,272
Чернівці,Одеса,509
Житомир,Рівне,536
Одеса,Дніпро,395
Житомир,Миколаїв,209
Чернівці,Кропивницький,257
Суми,Чернівці,99
Івано-Франківськ,Київ,706
Херсон,Харків,161
Київ,Миколаїв,547
Херсон,Харків,497
Суми,Полтава,165
Кропивницький,Чернівці,499
Чернігів,Львів,629
Чернівці,Миколаїв,573
Тернопіль,Ужгород,253
Вінниця,Львів,527
Суми,Кропивницький,593
Івано-Франківськ,Житомир,366
Миколаїв,Кропивницький,640
Суми,Запоріжжя,499
Ужгород,Дніпро,476
Херсон,Чернігів,293
Житомир,Львів,529
Вінниця,Рівне,360
Херсон,Суми,690
Дніпро,Харків,446
Вінниця,Запоріжжя,608
Херсон,Тернопіль,258
Запоріжжя,Херсон,136
Харків,Суми,327
Луцьк,Івано-Франківськ,217
Миколаїв,Кропивницький,292
Чернівці,Житомир,448
Кропивницький,Івано-Франківськ,277
Суми,Запоріжжя,471
Чернігів,Дніпро,146
Одеса,Чернігів,76
Кропивницький,Дніпро,320
Дніпро,Івано-Франківськ,363
Харків,Вінниця,334
Івано-Франківськ,Чернівці,673
Вінниця,Луцьк,254
Полтава,Івано-Франківськ,511
Харків,Житомир,274
Ужгород,Чернігів,76
Миколаїв,Тернопіль,379
Львів,Ужгород,661
Кропивницький,Вінниця,101
Львів,Херсон,518
Тернопіль,Кропивницький,533
Чернігів,Вінниця,414
Одеса,Чернігів,362
Харків,Миколаїв,144
Полтава,Дніпро,223
Ужгород,Харків,633
Дніпро,Тернопіль,517
Чернігів,Харків,496
Дніпро,Львів,358
Львів,Вінниця,426
Вінниця,Суми,618
Суми,Київ,418
Тернопіль,Запоріжжя,529
Львів,Вінниця,138
Миколаїв,Тернопіль,404
Одеса,Луцьк,416
Полтава,Кропивницький,142
Харків,Чернівці,414
Луцьк,Рівне,534
Дніпро,Одеса,387
Одеса,Івано-Франківськ,450
Миколаїв,Ужгород,593
Чернігів,Івано-Франківськ,660
Чернігів,Кропивницький,633
Одеса,Тернопіль,367
Івано-Франківськ,Чернівці,365
Дніпро,Тернопіль,221
Чернівці,Тернопіль,82
Луцьк,Вінниця,484
Чернігів,Миколаїв,81
Харків,Миколаїв,177
Луцьк,Ужгород,216
Івано-Франківськ,Рівне,204
Вінниця,Суми,714
Чернігів,Івано-Франківськ,192
Житомир,Тернопіль,202
Рівне,Миколаїв,238
Дніпро,Івано-Франківськ,62
Луцьк,Львів,231
Чернівці,Київ,386
Запоріжжя,Миколаїв,415
Херсон,Полтава,261
Київ,Кропивницький,113
Вінниця,Полтава,621
Чернівці,Івано-Франківськ,474
Луцьк,Ужгород,696
Полтава,Запоріжжя,229
Вінниця,Івано-Франківськ,146
Миколаїв,Івано-Франківськ,213
Полтава,Житомир,684
Чернівці,Тернопіль,566
Івано-Франківськ,Вінниця,197
Кропивницький,Чернігів,659
Львів,Одеса,129
Львів,Чернігів,123
Київ,Львів,101
Івано-Франківськ,Житомир,99
Чернігів,Херсон,654
Херсон,Миколаїв,215
Вінниця,Суми,282
Івано-Франківськ,Чернігів,122
Миколаїв,Рівне,419
Суми,Одеса,485
Запоріжжя,Кропивницький,684
Полтава,Миколаїв,457
Одеса,Полтава,275
Миколаїв,Запоріжжя,176
Запоріжжя,Чернівці,428
Суми,Львів,232
Рівне,Луцьк,707
Чернігів,Херсон,713
Львів,Херсон,80
Житомир,Рівне,619
Херсон,Чернігів,491
Кропивницький,Львів,654
Полтава,Рівне,382
Одеса,Луцьк,718
Одеса,Київ,591
Дніпро,Чернівці,358
Кропивницький,Тернопіль,680
Харків,Суми,589
Тернопіль,Дніпро,596
Івано-Франківськ,Херсон,229
Чернігів,Херсон,677
Кропивницький,Херсон,602
Суми,Запоріжжя,515
Полтава,Одеса,86
Одеса,Київ,299
Одеса,Ужгород,395
Рівне,Чернігів,150
Полтава,Кропивницький,347
Луцьк,Тернопіль,86
Чернігів,Запоріжжя,292
Луцьк,Миколаїв,115
Одеса,Харків,398
Запоріжжя,Миколаїв,465
Миколаїв,Луцьк,583
Луцьк,Ужгород,388
Харків,Дніпро,510
Тернопіль,Житомир,195
Чернігів,Чернівці,515
Дніпро,Херсон,442
Київ,Чернігів,457
Вінниця,Кропивницький,261
Вінниця,Кропивницький,234
Івано-Франківськ,Миколаїв,486
Луцьк,Житомир,506
Миколаїв,Чернівці,543
Рівне,Полтава,263
Кропивницький,Луцьк,287
Херсон,Львів,157
Львів,Одеса,553
Чернівці,Одеса,671
Харків,Луцьк,173
Харків,Житомир,139
Дніпро,Житомир,214
Полтава,Львів,662
Луцьк,Суми,512
Одеса,Харків,209
Харків,Чернігів,577
Луцьк,Чернівці,567
Рівне,Тернопіль,72
Чернігів,Чернівці,469
Запоріжжя,Чернігів,592
Ужгород,Миколаїв,98
Луцьк,Київ,614
Луцьк,Суми,565
Миколаїв,Кропивницький,389
Львів,Вінниця,510
Суми,Львів,399
Вінниця,Суми,197
Івано-Франківськ,Чернівці,716
Миколаїв,Чернігів,399
Одеса,Полтава,386
Дніпро,Запоріжжя,578
Дніпро,Ужгород,272
Чернігів,Миколаїв,482
Житомир,Львів,469
Івано-Франківськ,Херсон,413
Харків,Чернівці,453
Дніпро,Тернопіль,148
Дніпро,Херсон,690
Харків,Полтава,718
Суми,Харків,413
Вінниця,Кропивницький,330
Кропивницький,Запоріжжя,587
Рівне,Івано-Франківськ,373
Одеса,Луцьк,331
Чернігів,Харків,456
Кропивницький,Полтава,198
Луцьк,Миколаїв,486
Полтава,Київ,484
Тернопіль,Одеса,666
Одеса,Суми,217
Кропивницький,Одеса,184
Дніпро,Луцьк,209
Чернівці,Миколаїв,390
Івано-Франківськ,Луцьк,452
Київ,Львів,267
Миколаїв,Київ,413
Тернопіль,Харків,165
Рівне,Херсон,148
Житомир,Харків,76
Ужгород,Миколаїв,602
Львів,Миколаїв,374
Вінниця,Одеса,444
Вінниця,Миколаїв,167
Київ,Чернігів,63
Одеса,Рівне,567
Дніпро,Херсон,106
Дніпро,Івано-Франківськ,566
Полтава,Івано-Франківськ,126
Чернігів,Суми,228
Львів,Луцьк,361
Тернопіль,Рівне,559
Харків,Суми,185
Івано-Франківськ,Житомир,281
Львів,Дніпро,234
Чернівці,Запоріжжя,278
Вінниця,Запоріжжя,131
Полтава,Миколаїв,99
Суми,Миколаїв,217
Запоріжжя,Кропивницький,129
Суми,Харків,561
Чернівці,Вінниця,132
Миколаїв,Дніпро,122
Чернівці,Івано-Франківськ,454
Полтава,Луцьк,68
Полтава,Луцьк,694
Житомир,Чернігів,659
Дніпро,Рівне,661
Київ,Кропивницький,168
Ужгород,Кропивницький,87
Дніпро,Івано-Франківськ,435
Ужгород,Дніпро,404
Чернівці,Житомир,278
Одеса,Дніпро,248
Харків,Вінниця,693
Миколаїв,Херсон,181
